Latitude,Longitude,DN,Crop_Name,VV_1,VV_2,VV_3,VV_4,VV_5,VV_6,VV_7,VV_8,VV_9,VV_10,VV_11,VV_12,VV_13,VV_14,VV_15,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VH_14,VH_15,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,NDVI_13,NDVI_14,NDVI_15,NDVI_16,NDVI_17,NDVI_18,NDVI_19,NDVI_20,NDVI_21,NDVI_22,NDVI_23,NDVI_24,NDVI_25,NDVI_26,NDVI_27,NDVI_28,NDVI_29,NDVI_30,NDVI_31,NDVI_32,NDVI_33,NDVI_34,NDVI_35,NDVI_36,NDVI_37,Height,height_numeric,Duration,duration_numeric,Predicted_height,Correct
19.13583,83.10351,2,Mustard,-6.185060998,-8.57283554,-8.100099606,-6.465667891,-8.19105664,-9.404137153,-3.754222798,-7.083654497,-6.084835987,-3.705600507,-8.013735313,-11.85368794,-6.755882354,-5.568795198,-6.579903697,-15.49628155,-19.62450839,-16.62751088,-12.76424048,-18.01907252,-17.47510796,-16.33538275,-12.34811886,-15.499451,-14.86949026,-14.52917617,-15.39934798,-14.26765136,-15.46158073,-16.14867201,0.211291701,0.235521242,0.06102835,0.284613192,0.246739417,0.304076999,0.210021317,0.323911369,0.341000944,0.343525171,0.035198405,0.260005593,0.218224391,-0.003128694,-0.019326966,0.00645837,-0.012121912,0.005175984,0.034452297,0.107672259,0.006225543,0.481543154,-0.027937552,-0.036803093,0.020913742,-0.000142776,0.217821777,0.007142284,0.564005077,0.007654134,0.719869733,-0.012920325,-0.01232191,0.075339347,0.660934627,0.00066778,0.616108537,Short,1,Low,1,2,False
19.18677,83.8206,36,Rice,-10.48427352,-11.66152104,-9.802611147,-12.5649401,-8.808103307,-9.129336494,-13.09144011,-13.37981496,-10.80484617,-8.389644151,-12.80945689,-11.3472436,-8.13715666,-10.9917837,-7.697538694,-15.84285761,-17.05244417,-15.50012605,-20.25228822,-16.96471051,-14.08675814,-17.10583847,-18.76542796,-18.81147857,-13.57278779,-17.06636269,-16.32654712,-24.6944195,-19.98806972,-18.65578013,0.200968519,0.305589169,0.364982128,0.441176474,0.253962129,0.426528245,0.420484543,0.393855393,0.404671103,0.253065318,0.184996828,0.137515724,0.02635557,0.228789076,-0.02341347,0.081211984,0.279381692,0.134151757,0.331196576,0.244400695,-0.009708738,-0.000394529,0.004773485,0.062803,-0.003024326,0.0016351,0.355311364,0.082502529,0.094939046,0.264301687,0.035961729,0.22188139,0.127810478,0.009278978,0.049398091,0.357414454,0.104063228,Short,1,Medium,2,2,False
19.18869,83.82655,36,Rice,-13.38851659,-14.76471576,-12.5114859,-14.75263557,-16.29118041,-12.21798204,-12.0725832,-12.08667645,-7.958268832,-9.707644235,-9.626475848,-14.00108967,-18.39938313,-14.80140852,-11.08937157,-15.80406086,-18.35456328,-16.0854835,-19.29314484,-22.02519004,-15.64238596,-16.01827235,-20.56893459,-16.04735109,-15.72429578,-15.76062507,-20.20217529,-20.40682306,-18.28896413,-19.57008569,0.182206586,0.265063345,0.353838056,0.40731588,0.227225125,0.383288145,0.416749269,0.41187647,0.452636719,0.226915345,0.173338756,0.146059021,0.026644845,0.319346189,0.017112557,0.082305744,0.267861098,0.140280277,0.398266196,0.363357216,0.000147059,-0.003200093,0.001234568,0.066085063,-0.000522466,0.009127719,0.373421937,0.095058233,0.059959907,0.197808892,0.00843468,0.193464056,0.131861389,0.015391163,0.043739349,0.361549914,0.087962471,Short,1,Medium,2,2,False
19.18889,83.82392,36,Rice,-14.14675448,-11.8964264,-10.22995603,-15.80615219,-11.02369489,-11.00243957,-12.65246601,-8.885039958,-14.33552434,-8.813367598,-13.04641855,-10.10581323,-17.76817175,-12.74687767,-12.44978658,-18.41198019,-17.48207668,-16.08053436,-19.83064054,-17.49102589,-16.01620372,-17.11915555,-13.74456747,-19.00908332,-13.68867765,-14.18093176,-21.21702844,-19.37444283,-19.24365958,-20.40268875,0.210067764,0.310294479,0.354378819,0.416034162,0.248649731,0.395216674,0.408333331,0.420385152,0.442583144,0.273067921,0.242948562,0.151994124,0.019359058,0.426038265,-0.008035154,0.082455628,0.298182636,0.164437696,0.28934589,0.257941544,-0.009282971,-0.026857501,0.010679957,0.068366677,-0.004091175,0.004038606,0.348978966,0.10243424,0.117165245,0.065246336,0.035640776,0.149057686,0.138987228,0.008898117,0.044373095,0.350261986,0.074855208,Short,1,Medium,2,2,False
19.20169,82.96938,36,Rice,-8.555818102,-7.414696824,-10.94208023,-12.54391038,-11.83909902,-12.06443057,-6.430964789,-4.535853168,-8.280005354,-7.88594953,-8.30861923,-5.976637382,-7.505594161,-5.552014918,-6.81820838,-14.81454687,-21.22730714,-19.38016799,-17.58634209,-19.88184051,-18.78450836,-15.14331155,-13.71496611,-17.96546212,-15.64573543,-25.01870338,-19.84919257,-14.38002981,-16.32504716,-17.36964778,0.188826814,0.164521292,0.170715109,0.222088814,0.17718631,0.216969237,0.218204245,0.284118116,0.272845119,0.313471019,0.021136567,0.274728447,0.239516407,0.088912971,-0.030415002,0.006862133,0.258809417,0.139955685,0.011984276,0.022746291,0.378728628,0.318010986,-0.038585935,-0.024484536,-0.005338078,0.021613196,0.133593276,-0.006843351,0.120955572,-0.017137876,0.441709638,0.057916183,-0.019603098,0.240057334,0.186676994,-0.000339251,0.113630764,Short,1,Medium,2,2,False
19.23472,83.57111,36,Rice,-14.82519396,-11.82956097,-8.334951792,-13.13407048,-13.55897721,-11.73689524,-7.879256747,-6.565672088,-6.882747129,-11.35559107,-8.615131646,-15.73126031,-11.34802206,-9.377932325,-8.224917963,-19.41551895,-17.19779354,-16.82147972,-26.35622545,-21.09954017,-23.39079644,-14.62920843,-14.19425487,-12.95912702,-14.55319259,-16.46023037,-22.7580119,-18.1681986,-22.33625749,-19.55804627,0.128217965,0.171248317,0.048725475,0.225080624,0.136588559,0.264521122,0.244019091,0.208155751,0.343632549,0.24607949,0.096704781,0.132373437,0.103519589,0.17970711,-0.01493168,0.071554109,0.207781091,0.046202675,0.207795471,0.231417865,0.122130342,0.294362187,-0.008956434,0.054375943,-0.008257265,0.180499449,0.235636994,0.121790834,0.234805644,0.133212075,0.119175449,0.161961675,0.10544882,0.119825326,0.400723666,-0.002795471,0.33311972,Short,1,Medium,2,2,False
19.24607,83.02509,15,Potato,-7.778219375,-7.420326418,-5.418847406,-6.983364804,-8.496748376,-8.307490508,-7.603608129,-6.484251456,-6.948815234,-5.080376629,-5.511489543,-10.95304424,-7.25067036,-5.062455693,-4.895208669,-15.71941743,-14.72371677,-14.63018562,-10.88555986,-14.43424498,-14.33214905,-11.4200645,-11.24353789,-12.65820299,-8.562101087,-11.79507901,-13.95795049,-10.91062132,-8.620790664,-12.2088789,0.328087181,0.232723892,0.293640912,0.341337919,0.290543854,0.355766475,0.361119211,0.467512846,0.345893443,0.456310689,0.021081291,0.270233929,0.349630475,-0.021293376,-0.032141399,-0.00724935,0.102501526,0.040900398,0.001761449,0.051487956,0.148787826,0.377824485,-0.03604136,-0.03528792,0.007242954,0.407441229,0.032150093,-0.018629896,0.241603792,-0.004404034,0.013973075,0.052790999,-0.02152136,0.339872271,0.178935602,-0.000218508,0.165515408,Short,1,Medium,2,3,False
19.27543,83.07909,36,Rice,-11.6080905,-10.66218429,-12.91458197,-10.36962317,-10.31876392,-9.269124026,-9.866506666,-10.01268931,-16.75195471,-6.205579925,-9.209899414,-9.528869696,-9.632101741,-6.723407278,-13.53047264,-25.602602,-17.15514012,-16.64802092,-20.5110592,-18.49959983,-16.55641152,-18.10728683,-17.16149737,-14.933177,-18.03181776,-16.3505117,-15.99920192,-17.2296189,-13.81412665,-13.73395567,0.162323162,0.136310682,0.081789874,0.188521609,0.200267911,0.17436251,0.188395411,0.224902719,0.313847274,0.330071509,0.024445111,0.222535208,0.194308579,-0.012947215,-0.011167512,-0.001855943,0.003764745,0.134586081,0.004228101,0.201610878,0.320130348,0.434004486,-0.032223843,-0.033855941,-0.016254507,0.25725016,0.006279701,-0.016653564,0.473245323,0.051503424,-0.004689332,-0.013969425,-0.017415958,0.063467048,0.150759399,-0.002253614,0.24910821,Short,1,Medium,2,2,False
19.27702,83.07814,36,Rice,-8.60449078,-9.121031234,-9.412595399,-9.116747124,-7.60349371,-6.602662974,-7.094274756,-4.444974475,-4.692095815,-4.703880377,-4.917858159,-8.153474503,-9.208841037,-5.262383131,-7.761642142,-19.85381424,-19.02041958,-18.65524474,-23.78133606,-21.0324428,-15.53597407,-13.68755695,-17.41280821,-15.63631638,-16.9717534,-13.83528912,-12.19333121,-12.13562112,-12.55962506,-12.91185885,0.145391196,0.148099601,0.102844641,0.147095174,0.149825782,0.146216467,0.146032721,0.150859326,0.183834702,0.175861016,0.023175579,0.179096043,0.141089112,-0.014354802,-0.01726488,0.001268284,0.017284313,0.323723435,0.029789038,0.206256449,0.192807496,0.406970501,-0.031083245,-0.033094063,-0.014919688,0.277590483,0.015285178,-0.015551537,0.445230454,0.024793388,0.016751071,-0.017788397,-0.012920246,0.003840651,0.150975466,-0.000110424,0.287476122,Short,1,Medium,2,2,False
19.2772,83.81908,36,Rice,-8.327068353,-5.492997658,-8.515534176,-8.709169636,-9.637362552,-12.11026548,-10.71162218,-11.2405953,-12.16627763,-11.16416788,-7.419137118,-14.20085602,-11.27435335,-10.71556924,-8.911728258,-24.51122931,-19.14319685,-15.94922339,-19.74135387,-13.39760924,-13.86181256,-18.26265011,-16.66820082,-18.04771475,-15.73508897,-13.64906204,-24.48241721,-23.41892279,-20.39687488,-20.66018997,0.140695915,0.244911805,0.324343503,0.385714293,0.118941329,0.379288435,0.403303504,0.469375014,0.58485806,0.572638452,0.34022513,0.340808213,0.066342697,0.576012611,-0.020180335,0.192012832,0.255324036,0.354233801,0.284261703,0.269684106,0.102906786,-0.005226575,-0.00824311,0.085844517,-0.005061667,0.010080789,0.157326132,0.161130205,0.21140036,0.190715179,-0.011364579,0.194155663,0.102243781,-0.003726091,0.036310274,0.278835386,0.335959047,Short,1,Medium,2,2,False
19.28024,83.6179,36,Rice,-10.83325824,-12.29007336,-10.72952788,-8.021563181,-10.80109265,-8.210901499,-12.18565379,-12.30443612,-7.043519939,-9.387825206,-10.27415142,-10.48884657,-13.53757569,-8.515371874,-5.164715155,-21.88885259,-24.67513189,-19.32661421,-13.87450589,-21.5575963,-15.37035961,-20.88178919,-15.87378386,-13.57160565,-14.81020316,-18.92875778,-22.61986408,-26.86122699,-19.1345741,-14.2772617,0.184196472,0.251231521,0.101532854,0.322464764,0.047449831,0.312993735,0.306034476,0.147250697,0.370899469,0.397940069,0.380518228,0.29917106,0.018014245,0.40793854,-0.010739985,0.125243351,0.123797506,0.021483021,0.258304685,0.019664595,0.059892915,0.00695107,0.004305093,0.114470281,-0.001556052,0.021871403,0.303630352,0.185442507,0.01810585,0.320743918,-0.036928881,0.39871943,0.107951179,-0.036172032,0.189949155,0.403457165,0.482993186,Short,1,Medium,2,2,False
19.28334,83.08733,36,Rice,-13.82928302,-12.9697995,-12.37566866,-10.74868168,-11.771241,-10.8746986,-8.459152389,-7.818748147,-10.89012384,-13.43618465,-12.53322296,-7.980651134,-10.55893281,-2.808564854,-8.017579221,-21.21346408,-27.80303471,-22.28961031,-23.21638985,-22.17092687,-23.99962125,-15.40443488,-23.51637773,-13.47815891,-17.3615715,-17.27099635,-13.6987542,-13.54339403,-14.74303644,-17.69693308,0.16608797,0.156279355,0.123617314,0.159110591,0.152894884,0.163697109,0.169084817,0.17710197,0.187982365,0.205501616,0.025256276,0.199268743,0.143177986,-0.00718494,-0.005968468,-0.016751869,0.083254367,0.031382781,0.005473529,0.307246387,0.340270102,0.409883708,-0.035659533,-0.030762039,-0.019602597,0.364504576,0.05524794,-0.017580766,0.012009891,0.018473895,-0.009288943,0.017491568,-0.014667581,0.08980532,0.109650932,-0.000606562,0.219713658,Short,1,Medium,2,2,False
19.30062,83.0488,36,Rice,-12.25304442,-10.35436146,-10.81521184,-10.93950443,-9.608849199,-10.43295304,-6.229410112,-12.12776265,-9.818452658,-7.980128802,-6.416802696,-11.73937164,-7.298641763,-5.195913445,-7.227418815,-17.31250604,-16.97696514,-17.53814095,-20.01575802,-17.46747128,-22.73676188,-15.60741002,-17.12932466,-21.00029202,-17.38947556,-19.33988293,-16.50125569,-13.89094909,-16.48201034,-19.29540879,0.268754542,0.223171189,0.239042029,0.27707243,0.214501515,0.28374657,0.35958904,0.345654726,0.4192186,0.280377507,0.020524433,0.220851332,0.186494455,-0.019850358,-0.044215627,-0.007509558,0.076334938,0.35671854,0.013716404,0.080544747,0.227926075,0.214029491,-0.03770883,-0.044902969,-0.011893329,0.259174824,0.188157901,-0.015056367,0.405764967,-0.016623247,0.276885271,0.045308925,-0.01399145,0.255227357,0.125506043,0.003450731,0.297332466,Short,1,Medium,2,2,False
19.32281,83.04009,15,Potato,-12.48933415,-9.381247559,-12.0032824,-8.964647367,-7.994005935,-7.821078988,-11.60386269,-10.4157274,-5.826590911,-8.513529962,-8.004797662,-9.309718964,-7.307560784,-6.163789316,-11.67285928,-11.51893681,-13.51502648,-17.76900215,-14.25746929,-14.84014545,-18.29232256,-17.19793357,-14.50887118,-12.73584147,-14.75577084,-12.30287062,-13.00596389,-11.83700815,-12.38286355,-11.25460808,0.23098202,0.252373159,0.219379842,0.297188759,0.20175679,0.285097897,0.290178567,0.383105516,0.42596218,0.502168834,0.021665934,0.25567323,0.35088408,-0.025765965,-0.043645777,-0.00685127,0.120823346,0.054355919,0.003163674,0.048997588,0.440085977,0.398525178,-0.039065544,-0.038929697,-0.009997143,0.615384638,0.082147412,-0.021019571,0.357970208,-0.001889883,0.041736227,0.072676577,-0.012926877,0.328469574,0.166345567,0.001966139,0.015846154,Short,1,Medium,2,3,False
19.34358,83.57697,36,Rice,-13.48215592,-11.07674343,-16.24496744,-13.10112626,-13.26468852,-10.62628759,-9.312679222,-10.79070352,-10.22350692,-8.753223954,-8.260119956,-9.599446784,-10.57509449,-5.157462384,-10.81354677,-24.19793055,-22.31864123,-25.73276168,-21.73960316,-19.72506988,-19.18145538,-17.46524955,-20.26393724,-16.92934646,-18.1710067,-17.85909212,-11.38202795,-19.23727937,-11.80871078,-14.37966478,0.153636307,0.183337301,0.103483304,0.199788958,0.121445626,0.23427026,0.189943701,0.259484947,0.230492473,0.218191892,0.142341986,0.168997049,0.130034313,0.115380459,0.003878592,0.068621702,0.005490114,0.07688988,0.160170823,0.117640689,0.097148396,0.177222356,-0.018391939,0.060372204,-0.017058831,0.193969682,0.234339848,0.093886286,0.098395206,0.256218165,0.334056973,0.180121273,0.08938504,0.107477024,0.035784572,0.303292632,0.238403887,Short,1,Medium,2,2,False
19.34591,82.98131,36,Rice,-4.926851404,-7.444005028,-7.592099725,-8.676575137,-4.505249384,-7.384382575,-4.924511746,-10.53805872,-8.153479579,-10.37438526,-6.029921351,-8.40872632,-5.073625389,-7.735988778,-5.567081369,-17.80685938,-16.07619877,-15.36797422,-15.20126995,-12.36303061,-15.75608724,-15.08466722,-25.75148662,-18.69333216,-15.85884402,-16.45088722,-17.92632408,-17.12208807,-13.99669079,-15.7583947,0.389146268,0.383927137,0.531406045,0.433207363,0.376991153,0.399182081,0.415872991,0.468107462,0.442287087,0.339070559,0.021793954,0.265200496,0.226353139,-0.016052319,-0.046853926,-0.019955324,0.219851106,0.013176518,-0.001437639,0.018972332,0.026021181,0.046144973,-0.040377103,-0.040101994,-0.024889674,0.33513847,0.01115791,-0.033357088,0.260260403,0.020448549,0.097722545,0.084257208,-0.01808911,0.067395262,0.163173005,0.003903243,0.539065063,Short,1,Medium,2,2,False
19.3568,83.13065,9,Maize,-6.689263305,-8.678694234,-6.711908483,-5.050554738,-5.57739694,-8.490175629,-9.988008652,-9.938631847,-8.145036441,-8.090624885,-6.830748264,-6.550601309,-9.484393154,-8.229175602,-8.077297227,-12.84704452,-13.77739243,-17.2807911,-13.61878001,-16.2110767,-15.25475694,-16.59560538,-14.15929336,-13.90367195,-14.10610912,-10.57011392,-14.25109203,-14.73830503,-12.88135379,-14.93470682,0.254615128,0.015567766,0.155676752,0.364019454,0.397374332,0.40208137,0.316710889,0.550075173,0.585575283,0.661176443,0.025174938,0.429140717,0.457950532,0.002408188,-0.04324973,-0.010364843,0.064001851,0.322185963,0.005274157,0.083615273,-0.023916403,0.356719613,-0.034795765,-0.034874197,-0.024322983,0.367744535,0.080763586,-0.01319466,0.13579163,0.164023072,0.633640051,0.310292333,-0.007908847,0.442578137,0.259319752,0.000660793,0.228329435,Medium,2,Medium,2,3,False
