DN,Longitude,Latitude,Crop_Name,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,NDVI_13,NDVI_14,NDVI_15,NDVI_16,NDVI_17,NDVI_18,NDVI_19,NDVI_20,NDVI_21,NDVI_22,NDVI_23,NDVI_24,NDVI_25,NDVI_26,NDVI_27,NDVI_28,NDVI_29,NDVI_30,NDVI_31,NDVI_32,NDVI_33,NDVI_34,NDVI_35,NDVI_36,NDVI_37
2,82.25405549863653,27.39307297473037,Mustard,0.41252097487449646,0.1849624067544937,0.26888707280158997,0.2966841161251068,0.33103814721107483,0.24457308650016785,0.1476111263036728,0.3158041834831238,0.273936927318573,0.3119533658027649,0.5246409177780151,-0.039105504751205444,0.5557432174682617,0.5393386483192444,0.4153361916542053,-0.02843470126390457,0.033693477511405945,0.2838840186595917,0.05320016294717789,0.009045325219631195,0.11585111171007156,-0.01439718622714281,-0.004576426465064287,0.019998585805296898,0.10614524781703949,0.4386584162712097,0.01728903502225876,0.33576110005378723,0.012772250920534134,-0.003021148033440113,0.471198171377182,0.4303833842277527,0.29269522428512573,0.061316657811403275,0.23706117272377014,0.002231690101325512,0.4868603050708771
2,82.25333261665334,27.38639027028,Mustard,0.31079405546188354,0.15411558747291565,0.1718222051858902,0.19512814283370972,0.187706857919693,0.17069408297538757,0.12426591664552689,0.18579645454883575,0.19954389333724976,0.317594438791275,0.4050596058368683,-0.039084844291210175,0.5765986442565918,0.5414350032806396,0.28562790155410767,-0.032164253294467926,0.030122967436909676,0.21839886903762817,0.04976469278335571,0.003760514548048377,0.07659218460321426,-0.008283760398626328,0.006479044444859028,0.009165186434984207,0.04419839754700661,0.4658815264701843,0.00099471234716475,0.3507625162601471,0.012718286365270615,0.002166511956602335,0.26534590125083923,0.34213006496429443,0.23111210763454437,0.04956941679120064,0.05941591039299965,0.0011407099664211273,0.6171875
2,82.25282443321908,27.383925787506243,Mustard,0.39021405577659607,0.1737428456544876,0.18861578404903412,0.17029616236686707,0.14446166157722473,0.16101311147212982,0.1342894434928894,0.1616549789905548,0.15975570678710938,0.24530990421772003,0.30977359414100647,-0.044091708958148956,0.2433311641216278,0.26060232520103455,0.2789088785648346,-0.03644004464149475,0.06398329138755798,0.12094155699014664,0.05217476934194565,0.004857737571001053,0.13826099038124084,-0.0054960306733846664,0.002279710490256548,0.0357707217335701,0.05479579418897629,0.5382967591285706,0.002679583616554737,0.3274981677532196,0.012225913815200329,0.0026478376239538193,0.25202521681785583,0.33207666873931885,0.12041433155536652,0.048034027218818665,-0.0006318259984254837,0.005005004815757275,0.6655855774879456
2,82.25949971441146,27.38180996334887,Mustard,0.13823392987251282,0.12384679913520813,0.12026994675397873,0.11754684895277023,0.11286325752735138,0.12537313997745514,0.09563558548688889,0.1538461595773697,0.1482381522655487,0.22275686264038086,0.27783092856407166,-0.03082788735628128,0.44364163279533386,0.6067948937416077,0.5642842650413513,-0.026502909138798714,0.06012386828660965,0.06712928414344788,0.05340293049812317,0.002486572600901127,0.10971099883317947,-0.007508161012083292,-0.007275511976331472,0.04543013498187065,0.03560750186443329,0.3946335017681122,0.003606760175898671,0.2513623833656311,0.009890749119222164,0.002917839679867029,0.30621573328971863,0.3010414242744446,0.276691734790802,0.0383923202753067,0.06373455375432968,0.0035363982897251844,0.6963350772857666
6,82.24638885629466,27.38135430008935,Sugarcane,0.2869674265384674,0.14881865680217743,0.24780316650867462,0.25996431708335876,0.3077790439128876,0.21807123720645905,0.16935484111309052,0.3237113356590271,0.2624495327472687,0.4348430037498474,0.5805962681770325,-0.02741333283483982,0.6672685146331787,0.5619504451751709,0.418901652097702,-0.03062206320464611,0.08253507316112518,0.09181317687034607,0.051017340272665024,0.007896414957940578,0.09328752756118774,-0.005542875733226538,0.0022624435368925333,0.08864789456129074,0.03562813252210617,0.6080480813980103,0.00324324332177639,0.42239126563072205,0.010677590034902096,-0.0013239637482911348,0.1839330494403839,0.48324325680732727,0.2895030081272125,0.05831923335790634,0.06970560550689697,0.0037288586609065533,0.6858606934547424
1,76.86590384644477,24.62591845247696,Wheat,0.13467316329479218,0.12551844120025635,0.12106592953205109,0.11239562928676605,0.045442741364240646,0.0748448371887207,0.08229047805070877,0.07191643118858337,0.07725168764591217,0.020796196535229683,0.08515815436840057,0.0637880265712738,0.08675798773765564,0.0767468512058258,-0.004910601768642664,0.05147058889269829,0.07580351829528809,0.03912583738565445,0.05700325593352318,0.06112023442983627,-0.0019079115008935332,0.0018660812638700008,-0.04657534137368202,0.009812073782086372,-0.021557308733463287,-0.017589310184121132,0.10951061546802521,-0.018002165481448174,0.14027802646160126,0.18014806509017944,0.15879952907562256,0.17666170001029968,0.06489741057157516,-0.010658140294253826,0.5639172792434692,0.2795559763908386,0.0535026378929615
1,76.78845636629244,24.593450799695564,Wheat,0.12736113369464874,0.10547320544719696,0.0903686061501503,0.11882585287094116,0.08608894050121307,0.1630464643239975,0.14561499655246735,0.10138584673404694,0.16923077404499054,0.020539766177535057,0.12009956687688828,0.07782100886106491,0.11097598075866699,0.09059593826532364,-0.03988803178071976,0.06829705089330673,0.06616460531949997,0.07507987320423126,0.04372918978333473,0.03437967225909233,0.1404857039451599,0.004267990123480558,-0.008483203127980232,-0.018575085327029228,-0.025176577270030975,-0.014767497777938843,0.1610374003648758,0.021807970479130745,-0.003097893437370658,0.04453033208847046,0.1831655502319336,0.5506279468536377,0.11862728744745255,-0.009572071954607964,0.22776751220226288,0.0333041176199913,0.3776859641075134
2,76.78759296090172,24.585286669718144,Mustard,0.18125657737255096,0.12850654125213623,0.10146662592887878,0.10076670348644257,0.09686296433210373,0.11057042330503464,0.10800357162952423,0.06031128391623497,0.09466233849525452,-0.007294719107449055,0.1149367094039917,0.09036144614219666,0.1288374364376068,0.1103055402636528,0.0785696879029274,0.08786185830831528,0.08811681717634201,0.08149239420890808,0.08111954480409622,0.08923512697219849,-0.04461584985256195,0.007763151545077562,-0.0061897775158286095,-0.02045908197760582,-0.022195560857653618,-0.013546977192163467,0.22575679421424866,-0.017302650958299637,0.005409137811511755,0.03930479288101196,0.073624387383461,0.5299420356750488,0.6416611075401306,-0.003298350842669606,0.1088879257440567,0.045428406447172165,0.5803278684616089
1,77.08217683305821,25.28446969884774,Wheat,0.1266947239637375,0.10813412815332413,0.05177514627575874,0.0992019921541214,0.11309006810188293,0.11085325479507446,0.11260855197906494,0.021206533536314964,0.11004674434661865,-0.004126488231122494,0.13166742026805878,0.10526638478040695,0.10153777152299881,0.09404845535755157,0.0924014076590538,0.10682230442762375,0.09967375546693802,0.04544666409492493,0.009612352587282658,0.061726272106170654,0.11553569883108139,0.006136326119303703,0.03972075134515762,-0.021481674164533615,-0.0468808151781559,0.001290981424972415,0.24518266320228577,0.028342895209789276,-0.009306014515459538,0.2813684344291687,0.14516380429267883,0.6911889314651489,0.09363295882940292,0.06345415115356445,0.5671674013137817,0.34435519576072693,0.20840856432914734
1,77.08338320807174,25.28382314616339,Wheat,0.11983810365200043,0.09625435620546341,0.04542236030101776,0.09600790590047836,0.11039604246616364,0.10674095153808594,0.1019989624619484,0.00880997534841299,0.10170841962099075,-0.020897628739476204,0.10580518841743469,0.0862673819065094,0.08979441225528717,0.08345796912908554,0.07403645664453506,0.08971010893583298,0.08205998688936234,0.0302767064422369,0.004098954610526562,0.03175145015120506,0.1035986915230751,0.012130947783589363,0.039386190474033356,-0.016696946695446968,-0.04947052523493767,0.010274406522512436,0.22203324735164642,0.02044067531824112,-0.0535888671875,0.17316845059394836,0.1812611073255539,0.6214719414710999,0.07297514379024506,0.052115898579359055,0.5695431232452393,0.3163702189922333,0.0812358409166336
1,77.08121364161633,25.283310323670733,Wheat,0.13466300070285797,0.10417357832193375,0.02945086546242237,0.09845714271068573,0.09177278727293015,0.110047847032547,0.08422088623046875,0.02325892262160778,0.10400868952274323,-0.0029199309647083282,0.12688171863555908,0.08379578590393066,0.09459354728460312,0.08922363817691803,0.0814991369843483,0.09708737581968307,0.10378171503543854,0.09025389701128006,0.005185887683182955,0.011233430355787277,0.16916276514530182,0.006084966007620096,0.044696785509586334,-0.021283989772200584,-0.046254195272922516,-0.004109502304345369,0.09295592457056046,0.013656404800713062,-0.025076868012547493,0.4083489775657654,0.3003937304019928,0.6896920800209045,0.08064326643943787,0.057249654084444046,0.5044657588005066,0.3712894022464752,0.1421266496181488
1,77.07992508589707,25.283371731321854,Wheat,0.11246322840452194,0.10404489189386368,0.04219378903508186,0.0978027954697609,0.10969081521034241,0.0964651107788086,0.14216823875904083,0.018926803022623062,0.1839250922203064,-0.01776384562253952,0.3648874759674072,0.15407246351242065,0.49089083075523376,0.19519774615764618,0.16818521916866302,0.14063121378421783,0.16268421709537506,0.08740445226430893,0.03787248581647873,-0.023086609318852425,0.1016819179058075,0.005589090287685394,0.03543488308787346,-0.019572144374251366,-0.048544906079769135,-0.0005316321039572358,0.1770583689212799,0.0645410344004631,0.005155682563781738,0.38891077041625977,0.153696209192276,0.6630926728248596,0.04301075264811516,0.06212345510721207,0.5712105631828308,0.253797709941864,0.2594427168369293
2,77.07959496987466,25.28450758948877,Mustard,0.10592524707317352,0.11443231254816055,-0.0018758614314720035,0.10656879097223282,0.07473205775022507,0.10987503081560135,0.10728083550930023,0.029610389843583107,0.11717944592237473,-0.031185422092676163,0.14186237752437592,0.11944983154535294,0.11187562346458435,0.1006447970867157,0.0868571400642395,0.11611611396074295,0.1016918420791626,0.10729611665010452,-0.005183138884603977,0.12179724872112274,0.14385297894477844,0.007385196164250374,0.037772662937641144,-0.018103817477822304,-0.05028320848941803,-0.00873310212045908,0.27168360352516174,0.004971228074282408,-0.048312656581401825,0.2820512652397156,0.14177033305168152,0.5235994458198547,0.049948800355196,0.06593982875347137,0.16668999195098877,0.32324323058128357,0.4324324429035187
13,77.08144468355297,25.28390586435928,Gram,0.11832612007856369,0.07468879967927933,0.024444444105029106,0.06894243508577347,0.051800377666950226,0.0847148522734642,0.09471094608306885,0.017922554165124893,0.10205154865980148,-0.005325758829712868,0.11591962724924088,0.08253789693117142,0.08995363116264343,0.08612874150276184,0.07343707233667374,0.09846479445695877,0.09935814887285233,0.024855012074112892,0.06186757609248161,0.06761488318443298,0.24771837890148163,0.005217584315687418,0.04010503739118576,-0.017883624881505966,-0.046489547938108444,0.019312797114253044,0.12030214071273804,0.025083523243665695,-0.03281448408961296,0.2373812347650528,0.2603655159473419,0.594936728477478,0.1090686246752739,0.05717131495475769,0.5192458629608154,0.28997868299484253,0.08201833069324493
1,81.6343174579582,27.955760239443624,Wheat,0.17312206327915192,0.11955516040325165,0.1422949582338333,0.1300755739212036,0.12900951504707336,0.1248839944601059,0.09623528271913528,0.09299610555171967,0.0967094674706459,0.011504121124744415,0.11978940665721893,0.002266125287860632,0.16895489394664764,0.18518517911434174,0.24825067818164825,-0.005284391343593597,0.2515093982219696,0.26276829838752747,0.29084423184394836,0.03729037940502167,0.10529106110334396,0.05261921510100365,0.0059821465983986855,0.11267922073602676,0.07942035049200058,0.4899199903011322,0.1169125959277153,0.2851741313934326,0.006318995263427496,0.003886397695168853,0.039425529539585114,0.5799738168716431,0.2956123948097229,0.04443850740790367,0.588477373123169,0.012706663459539413,0.19252239167690277
1,81.36285125702561,27.83994962324399,Wheat,0.2161194086074829,0.12602739036083221,0.157384991645813,0.1346975415945053,0.11510074138641357,0.11185833066701889,0.10659439861774445,0.10905729979276657,0.11926605552434921,0.007065949030220509,0.1358649730682373,-0.0012361569097265601,0.22630560398101807,0.15122616291046143,0.11647290736436844,0.00941473338752985,-0.03048551082611084,0.12449423968791962,0.15118223428726196,0.08520014584064484,0.12160278856754303,0.019688021391630173,0.011684924364089966,-0.01852688565850258,0.027238624170422554,0.3616054654121399,0.07412124425172806,0.03263825923204422,0.022167105227708817,0.0589316189289093,0.09763757884502411,0.379267156124115,0.2352285385131836,0.008055576123297215,0.3757961690425873,0.011589200235903263,0.6174255013465881
