Latitude,Longitude,DN,Crop_Name,VV_1,VV_2,VV_3,VV_4,VV_5,VV_6,VV_7,VV_8,VV_9,VV_10,VV_11,VV_12,VV_13,VV_14,VV_15,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VH_14,VH_15,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,NDVI_13,NDVI_14,NDVI_15,NDVI_16,NDVI_17,NDVI_18,NDVI_19,NDVI_20,NDVI_21,NDVI_22,NDVI_23,NDVI_24,NDVI_25,NDVI_26,NDVI_27,NDVI_28,NDVI_29,NDVI_30,NDVI_31,NDVI_32,NDVI_33,NDVI_34,NDVI_35,NDVI_36,NDVI_37,Height,height_numeric,Duration,duration_numeric,Predicted_duration,Correct
19.13914,83.70861,36,Rice,-10.53569667,-14.60273488,-9.054758112,-18.59514669,-13.91797283,-8.278426457,-10.17183242,-11.76297224,-10.43800345,-11.63004403,-7.664575529,-9.411292058,-11.37275995,-9.305355566,-9.950950953,-21.43436766,-22.25798454,-19.18523268,-27.11513693,-22.59455193,-18.64523047,-11.82691041,-18.81174007,-17.50438192,-14.19410911,-16.86209823,-14.55377378,-19.8382007,-16.47834471,-17.65699281,0.143069312,0.179754764,0.194359973,0.208433419,0.053138029,0.207097456,0.232606441,0.237854257,0.258254409,0.251132846,0.215750232,0.141187564,0.027814239,0.025560224,0.003602017,0.135809973,0.372400761,0.456500947,0.538812757,0.230979189,-0.010417332,0.012685129,0.02376345,0.127783671,-0.002069564,0.024639325,0.563373506,0.448211789,0.236869752,0.285125673,0.107831746,0.332205683,0.120391272,-0.004961126,0.061007958,0.42832908,0.303299487,Short,1,Medium,2,1,False
19.18869,83.82655,36,Rice,-13.38851659,-14.76471576,-12.5114859,-14.75263557,-16.29118041,-12.21798204,-12.0725832,-12.08667645,-7.958268832,-9.707644235,-9.626475848,-14.00108967,-18.39938313,-14.80140852,-11.08937157,-15.80406086,-18.35456328,-16.0854835,-19.29314484,-22.02519004,-15.64238596,-16.01827235,-20.56893459,-16.04735109,-15.72429578,-15.76062507,-20.20217529,-20.40682306,-18.28896413,-19.57008569,0.182206586,0.265063345,0.353838056,0.40731588,0.227225125,0.383288145,0.416749269,0.41187647,0.452636719,0.226915345,0.173338756,0.146059021,0.026644845,0.319346189,0.017112557,0.082305744,0.267861098,0.140280277,0.398266196,0.363357216,0.000147059,-0.003200093,0.001234568,0.066085063,-0.000522466,0.009127719,0.373421937,0.095058233,0.059959907,0.197808892,0.00843468,0.193464056,0.131861389,0.015391163,0.043739349,0.361549914,0.087962471,Short,1,Medium,2,3,False
19.18889,83.82392,36,Rice,-14.14675448,-11.8964264,-10.22995603,-15.80615219,-11.02369489,-11.00243957,-12.65246601,-8.885039958,-14.33552434,-8.813367598,-13.04641855,-10.10581323,-17.76817175,-12.74687767,-12.44978658,-18.41198019,-17.48207668,-16.08053436,-19.83064054,-17.49102589,-16.01620372,-17.11915555,-13.74456747,-19.00908332,-13.68867765,-14.18093176,-21.21702844,-19.37444283,-19.24365958,-20.40268875,0.210067764,0.310294479,0.354378819,0.416034162,0.248649731,0.395216674,0.408333331,0.420385152,0.442583144,0.273067921,0.242948562,0.151994124,0.019359058,0.426038265,-0.008035154,0.082455628,0.298182636,0.164437696,0.28934589,0.257941544,-0.009282971,-0.026857501,0.010679957,0.068366677,-0.004091175,0.004038606,0.348978966,0.10243424,0.117165245,0.065246336,0.035640776,0.149057686,0.138987228,0.008898117,0.044373095,0.350261986,0.074855208,Short,1,Medium,2,3,False
19.20169,82.96938,36,Rice,-8.555818102,-7.414696824,-10.94208023,-12.54391038,-11.83909902,-12.06443057,-6.430964789,-4.535853168,-8.280005354,-7.88594953,-8.30861923,-5.976637382,-7.505594161,-5.552014918,-6.81820838,-14.81454687,-21.22730714,-19.38016799,-17.58634209,-19.88184051,-18.78450836,-15.14331155,-13.71496611,-17.96546212,-15.64573543,-25.01870338,-19.84919257,-14.38002981,-16.32504716,-17.36964778,0.188826814,0.164521292,0.170715109,0.222088814,0.17718631,0.216969237,0.218204245,0.284118116,0.272845119,0.313471019,0.021136567,0.274728447,0.239516407,0.088912971,-0.030415002,0.006862133,0.258809417,0.139955685,0.011984276,0.022746291,0.378728628,0.318010986,-0.038585935,-0.024484536,-0.005338078,0.021613196,0.133593276,-0.006843351,0.120955572,-0.017137876,0.441709638,0.057916183,-0.019603098,0.240057334,0.186676994,-0.000339251,0.113630764,Short,1,Medium,2,1,False
19.23346,83.57276,36,Rice,-12.08371606,-14.9040582,-8.771355756,-14.78101847,-12.19625757,-12.86394346,-9.738995452,-9.939568953,-6.517227265,-6.940924874,-10.68119262,-14.01492554,-9.65812879,-12.36560248,-10.36340636,-30.9157703,-21.13540323,-22.99336728,-22.65268675,-20.73246953,-22.10733694,-17.95661083,-15.30633775,-16.96157771,-16.27905295,-14.38420966,-20.67233473,-21.93698366,-25.69126357,-13.57358711,0.160969332,0.175437942,0.051694937,0.211384445,0.134282336,0.248874381,0.235361859,0.264242202,0.31096971,0.274822116,0.1037376,0.129807532,0.020434782,0.161439225,-0.01098593,0.064766467,0.128573686,0.04829257,0.204840496,0.243441463,0.115268163,0.293064475,-0.003675483,0.058328915,-0.012417783,0.146562114,0.251349658,0.0839426,0.185135022,0.101798996,0.164937094,0.196243703,0.115525454,0.133284941,0.447113484,-0.003750168,0.090561964,Short,1,Medium,2,1,False
19.23611,83.56999,36,Rice,-11.07850716,-8.047633218,-9.039212557,-9.549231186,-11.95534793,-9.200321386,-10.4150598,-9.667480014,-5.790155742,-5.650512763,-8.59705166,-11.64599295,-8.647551875,-9.391848648,-6.163200507,-21.75747869,-22.58477891,-16.0392642,-19.84292927,-21.61754666,-18.38911713,-13.97911909,-16.4247829,-12.04524562,-11.90249115,-13.54242651,-10.33987746,-16.82661266,-18.57518271,-18.44246234,0.165084273,0.18512398,0.061567768,0.24863486,0.169976711,0.258866578,0.293754399,0.246140063,0.350940645,0.279487103,0.12945503,0.113647155,0.091817439,0.146341279,-0.006013302,0.073975556,0.202433974,0.026746279,0.191193163,0.172282293,0.153289005,0.287926376,-0.007805139,0.054471083,-0.013157199,0.207525745,0.291941524,0.172052056,0.203446254,0.121484354,0.054974265,0.089269042,0.112186037,0.117034398,0.281224102,0.007064543,0.230505496,Short,1,Medium,2,1,False
19.24607,83.02509,15,Potato,-7.778219375,-7.420326418,-5.418847406,-6.983364804,-8.496748376,-8.307490508,-7.603608129,-6.484251456,-6.948815234,-5.080376629,-5.511489543,-10.95304424,-7.25067036,-5.062455693,-4.895208669,-15.71941743,-14.72371677,-14.63018562,-10.88555986,-14.43424498,-14.33214905,-11.4200645,-11.24353789,-12.65820299,-8.562101087,-11.79507901,-13.95795049,-10.91062132,-8.620790664,-12.2088789,0.328087181,0.232723892,0.293640912,0.341337919,0.290543854,0.355766475,0.361119211,0.467512846,0.345893443,0.456310689,0.021081291,0.270233929,0.349630475,-0.021293376,-0.032141399,-0.00724935,0.102501526,0.040900398,0.001761449,0.051487956,0.148787826,0.377824485,-0.03604136,-0.03528792,0.007242954,0.407441229,0.032150093,-0.018629896,0.241603792,-0.004404034,0.013973075,0.052790999,-0.02152136,0.339872271,0.178935602,-0.000218508,0.165515408,Short,1,Medium,2,3,False
19.26228,83.04226,15,Potato,-9.07668073,-9.411587621,-11.7339234,-9.492595014,-9.036009659,-11.10921096,-8.643324614,-8.896083151,-7.580421171,-8.82696456,-10.86639416,-9.04791669,-9.693000573,-9.280827822,-5.32984889,-20.98504092,-17.17189741,-16.70933512,-15.48628115,-18.4443379,-16.33587992,-13.13797983,-19.55423095,-15.5371556,-16.09677797,-16.0810698,-14.61947208,-14.10702164,-13.73773158,-17.33036541,0.281259447,0.278708875,0.10569106,0.327944577,0.278212935,0.284259528,0.271345019,0.27342996,0.283783793,0.360666245,0.022044089,0.275756747,0.229435399,-0.012481278,-0.035868894,0.034318589,0.036935952,0.362400919,-0.008585205,0.087881118,-0.008497723,0.052877139,-0.032495763,-0.037719466,0.008188949,0.156585157,-0.020080812,-0.020992093,0.387967318,0.020607175,0.13151364,0.117452443,-0.01981982,0.392989337,0.171160102,0.003659402,0.497518331,Short,1,Medium,2,1,False
19.27543,83.07909,36,Rice,-11.6080905,-10.66218429,-12.91458197,-10.36962317,-10.31876392,-9.269124026,-9.866506666,-10.01268931,-16.75195471,-6.205579925,-9.209899414,-9.528869696,-9.632101741,-6.723407278,-13.53047264,-25.602602,-17.15514012,-16.64802092,-20.5110592,-18.49959983,-16.55641152,-18.10728683,-17.16149737,-14.933177,-18.03181776,-16.3505117,-15.99920192,-17.2296189,-13.81412665,-13.73395567,0.162323162,0.136310682,0.081789874,0.188521609,0.200267911,0.17436251,0.188395411,0.224902719,0.313847274,0.330071509,0.024445111,0.222535208,0.194308579,-0.012947215,-0.011167512,-0.001855943,0.003764745,0.134586081,0.004228101,0.201610878,0.320130348,0.434004486,-0.032223843,-0.033855941,-0.016254507,0.25725016,0.006279701,-0.016653564,0.473245323,0.051503424,-0.004689332,-0.013969425,-0.017415958,0.063467048,0.150759399,-0.002253614,0.24910821,Short,1,Medium,2,1,False
19.27702,83.07814,36,Rice,-8.60449078,-9.121031234,-9.412595399,-9.116747124,-7.60349371,-6.602662974,-7.094274756,-4.444974475,-4.692095815,-4.703880377,-4.917858159,-8.153474503,-9.208841037,-5.262383131,-7.761642142,-19.85381424,-19.02041958,-18.65524474,-23.78133606,-21.0324428,-15.53597407,-13.68755695,-17.41280821,-15.63631638,-16.9717534,-13.83528912,-12.19333121,-12.13562112,-12.55962506,-12.91185885,0.145391196,0.148099601,0.102844641,0.147095174,0.149825782,0.146216467,0.146032721,0.150859326,0.183834702,0.175861016,0.023175579,0.179096043,0.141089112,-0.014354802,-0.01726488,0.001268284,0.017284313,0.323723435,0.029789038,0.206256449,0.192807496,0.406970501,-0.031083245,-0.033094063,-0.014919688,0.277590483,0.015285178,-0.015551537,0.445230454,0.024793388,0.016751071,-0.017788397,-0.012920246,0.003840651,0.150975466,-0.000110424,0.287476122,Short,1,Medium,2,1,False
19.2772,83.81908,36,Rice,-8.327068353,-5.492997658,-8.515534176,-8.709169636,-9.637362552,-12.11026548,-10.71162218,-11.2405953,-12.16627763,-11.16416788,-7.419137118,-14.20085602,-11.27435335,-10.71556924,-8.911728258,-24.51122931,-19.14319685,-15.94922339,-19.74135387,-13.39760924,-13.86181256,-18.26265011,-16.66820082,-18.04771475,-15.73508897,-13.64906204,-24.48241721,-23.41892279,-20.39687488,-20.66018997,0.140695915,0.244911805,0.324343503,0.385714293,0.118941329,0.379288435,0.403303504,0.469375014,0.58485806,0.572638452,0.34022513,0.340808213,0.066342697,0.576012611,-0.020180335,0.192012832,0.255324036,0.354233801,0.284261703,0.269684106,0.102906786,-0.005226575,-0.00824311,0.085844517,-0.005061667,0.010080789,0.157326132,0.161130205,0.21140036,0.190715179,-0.011364579,0.194155663,0.102243781,-0.003726091,0.036310274,0.278835386,0.335959047,Short,1,Medium,2,1,False
19.28024,83.6179,36,Rice,-10.83325824,-12.29007336,-10.72952788,-8.021563181,-10.80109265,-8.210901499,-12.18565379,-12.30443612,-7.043519939,-9.387825206,-10.27415142,-10.48884657,-13.53757569,-8.515371874,-5.164715155,-21.88885259,-24.67513189,-19.32661421,-13.87450589,-21.5575963,-15.37035961,-20.88178919,-15.87378386,-13.57160565,-14.81020316,-18.92875778,-22.61986408,-26.86122699,-19.1345741,-14.2772617,0.184196472,0.251231521,0.101532854,0.322464764,0.047449831,0.312993735,0.306034476,0.147250697,0.370899469,0.397940069,0.380518228,0.29917106,0.018014245,0.40793854,-0.010739985,0.125243351,0.123797506,0.021483021,0.258304685,0.019664595,0.059892915,0.00695107,0.004305093,0.114470281,-0.001556052,0.021871403,0.303630352,0.185442507,0.01810585,0.320743918,-0.036928881,0.39871943,0.107951179,-0.036172032,0.189949155,0.403457165,0.482993186,Short,1,Medium,2,1,False
19.28334,83.08733,36,Rice,-13.82928302,-12.9697995,-12.37566866,-10.74868168,-11.771241,-10.8746986,-8.459152389,-7.818748147,-10.89012384,-13.43618465,-12.53322296,-7.980651134,-10.55893281,-2.808564854,-8.017579221,-21.21346408,-27.80303471,-22.28961031,-23.21638985,-22.17092687,-23.99962125,-15.40443488,-23.51637773,-13.47815891,-17.3615715,-17.27099635,-13.6987542,-13.54339403,-14.74303644,-17.69693308,0.16608797,0.156279355,0.123617314,0.159110591,0.152894884,0.163697109,0.169084817,0.17710197,0.187982365,0.205501616,0.025256276,0.199268743,0.143177986,-0.00718494,-0.005968468,-0.016751869,0.083254367,0.031382781,0.005473529,0.307246387,0.340270102,0.409883708,-0.035659533,-0.030762039,-0.019602597,0.364504576,0.05524794,-0.017580766,0.012009891,0.018473895,-0.009288943,0.017491568,-0.014667581,0.08980532,0.109650932,-0.000606562,0.219713658,Short,1,Medium,2,1,False
19.28677,83.61847,36,Rice,-12.2368355,-14.40916286,-12.79330717,-8.396830464,-10.44985248,-7.191454326,-13.25574127,-8.038730247,-9.124183484,-8.019715331,-7.042137975,-8.674820029,-12.43720354,-10.30321879,-7.639590504,-25.31087053,-22.55457093,-18.38415409,-15.37222845,-26.18277899,-18.81024145,-16.61733978,-15.50284679,-15.47531187,-14.26192082,-13.6203988,-13.66051174,-16.26378376,-16.02810939,-16.4454272,0.160928741,0.198340252,0.072604068,0.227096051,0.050786231,0.222743586,0.234842464,0.06990014,0.268052518,0.249639943,0.276574314,0.245667681,0.024784286,0.037481554,-0.006374164,0.124407418,0.071511403,0.069719687,0.258300513,0.063729346,0.113924049,0.01201562,0.007776321,0.111023515,-0.001877179,0.017047817,0.347596288,0.250329137,0.031423289,0.348194808,-0.028996566,0.273654401,0.111835748,-0.033275738,0.116361141,0.205801308,0.209970668,Short,1,Medium,2,1,False
19.28694,83.07617,9,Maize,-9.410834342,-11.31832476,-11.57316562,-13.29446353,-12.38755238,-9.298699462,-5.666400198,-12.57359127,-6.906983297,-9.975464758,-8.281625343,-4.698942134,-6.821782842,-9.551904325,-4.695764515,-17.87279414,-20.42633335,-14.7076374,-17.40202341,-20.2445826,-14.03636412,-14.31588173,-18.94909626,-9.592905085,-18.49457104,-16.82414238,-14.91718248,-18.10868026,-15.05672309,-15.74100245,0.181883022,0.204404682,0.09734235,0.249656126,0.276166469,0.251238018,0.268325955,0.369150788,0.41979745,0.505812049,0.021225531,0.344466448,0.378282726,0.005000833,-0.010819672,-0.013817607,0.123086981,0.458355725,0.028060565,0.12934041,0.502638817,0.569785655,-0.033942558,-0.036945473,-0.009190197,0.545722723,0.074437395,-0.013446252,0.163815007,0.042275473,0.013299196,0.004444445,-0.012914485,0.063594304,0.142992735,-0.001958224,0.113850616,Medium,2,Medium,2,1,False
19.30062,83.0488,36,Rice,-12.25304442,-10.35436146,-10.81521184,-10.93950443,-9.608849199,-10.43295304,-6.229410112,-12.12776265,-9.818452658,-7.980128802,-6.416802696,-11.73937164,-7.298641763,-5.195913445,-7.227418815,-17.31250604,-16.97696514,-17.53814095,-20.01575802,-17.46747128,-22.73676188,-15.60741002,-17.12932466,-21.00029202,-17.38947556,-19.33988293,-16.50125569,-13.89094909,-16.48201034,-19.29540879,0.268754542,0.223171189,0.239042029,0.27707243,0.214501515,0.28374657,0.35958904,0.345654726,0.4192186,0.280377507,0.020524433,0.220851332,0.186494455,-0.019850358,-0.044215627,-0.007509558,0.076334938,0.35671854,0.013716404,0.080544747,0.227926075,0.214029491,-0.03770883,-0.044902969,-0.011893329,0.259174824,0.188157901,-0.015056367,0.405764967,-0.016623247,0.276885271,0.045308925,-0.01399145,0.255227357,0.125506043,0.003450731,0.297332466,Short,1,Medium,2,1,False
19.32281,83.04009,15,Potato,-12.48933415,-9.381247559,-12.0032824,-8.964647367,-7.994005935,-7.821078988,-11.60386269,-10.4157274,-5.826590911,-8.513529962,-8.004797662,-9.309718964,-7.307560784,-6.163789316,-11.67285928,-11.51893681,-13.51502648,-17.76900215,-14.25746929,-14.84014545,-18.29232256,-17.19793357,-14.50887118,-12.73584147,-14.75577084,-12.30287062,-13.00596389,-11.83700815,-12.38286355,-11.25460808,0.23098202,0.252373159,0.219379842,0.297188759,0.20175679,0.285097897,0.290178567,0.383105516,0.42596218,0.502168834,0.021665934,0.25567323,0.35088408,-0.025765965,-0.043645777,-0.00685127,0.120823346,0.054355919,0.003163674,0.048997588,0.440085977,0.398525178,-0.039065544,-0.038929697,-0.009997143,0.615384638,0.082147412,-0.021019571,0.357970208,-0.001889883,0.041736227,0.072676577,-0.012926877,0.328469574,0.166345567,0.001966139,0.015846154,Short,1,Medium,2,3,False
